Unnamed: 0,incident_month,incident_week,incident_weekday,weekend,part_of_the_day,latitude,longitude,incident_place,incident_district,incident_division,max_temp,avg_temp,min_temp,weather_code,precip,humidity,visibility,cloudcover,heatindex,season,household,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,cyber_cafe,school,college,cinema,crime,cluster
720,7,29,monday,0,night,23.805381,90.374565,mirpur,dhaka,dhaka,34,32,27,386,20.4,76,8,26,37,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,24
721,9,37,saturday,1,night,23.805381,90.374565,mirpur,dhaka,dhaka,32,30,28,356,12.6,82,9,29,37,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,24
722,3,10,wednesday,0,morning,23.805381,90.374565,mirpur,dhaka,dhaka,37,31,22,113,0.0,33,10,0,29,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,24
723,8,33,monday,0,afternoon,23.805381,90.374565,mirpur,dhaka,dhaka,34,31,27,386,4.3,77,10,48,36,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,24
724,9,38,monday,0,morning,23.805381,90.374565,mirpur,dhaka,dhaka,35,31,26,353,14.1,75,8,58,36,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,24
725,12,51,friday,1,noon,23.805381,90.374565,mirpur,dhaka,dhaka,30,26,23,116,0.0,65,10,6,27,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,24
726,8,33,tuesday,0,afternoon,23.805381,90.374565,mirpur,dhaka,dhaka,35,32,28,353,7.2,73,10,39,38,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,24
727,10,42,monday,0,night,23.805381,90.374565,mirpur,dhaka,dhaka,37,33,27,113,0.0,65,10,5,38,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,24
728,7,29,friday,1,night,23.805381,90.374565,mirpur,dhaka,dhaka,34,31,26,386,0.4,79,10,47,37,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,24
729,9,37,tuesday,0,morning,23.805381,90.374565,mirpur,dhaka,dhaka,34,31,27,359,19.9,75,8,30,36,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,24
730,6,26,sunday,0,night,23.805381,90.374565,mirpur,dhaka,dhaka,31,29,27,122,0.5,80,9,64,33,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,24
731,4,14,monday,0,morning,23.754232,90.410831,moghbazar,dhaka,dhaka,33,30,26,356,35.0,76,8,24,33,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,25
732,9,39,friday,1,night,23.754232,90.410831,moghbazar,dhaka,dhaka,33,30,26,353,14.1,85,8,52,35,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,25
733,1,4,monday,0,afternoon,23.754232,90.410831,moghbazar,dhaka,dhaka,28,23,17,113,0.0,44,10,4,22,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,25
734,11,45,monday,0,evening,23.754232,90.410831,moghbazar,dhaka,dhaka,30,27,23,176,0.5,81,10,58,29,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,25
735,10,40,wednesday,0,noon,23.784506,90.403409,mohakhali,dhaka,dhaka,34,32,28,353,2.0,73,10,29,37,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,5
736,11,47,sunday,0,night,23.784506,90.403409,mohakhali,dhaka,dhaka,30,26,20,113,0.0,68,10,0,27,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,5
737,7,31,monday,0,night,23.784506,90.403409,mohakhali,dhaka,dhaka,26,25,24,308,36.1,90,8,85,28,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,5
738,1,1,saturday,1,morning,23.784506,90.403409,mohakhali,dhaka,dhaka,29,24,18,113,0.0,44,10,0,24,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,5
739,7,28,wednesday,0,morning,23.784506,90.403409,mohakhali,dhaka,dhaka,35,32,27,353,5.8,74,10,47,37,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,5
740,1,5,wednesday,0,morning,23.760178,90.355229,mohammadpur,dhaka,dhaka,27,21,15,116,0.0,44,10,21,20,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,26
741,4,17,thursday,0,morning,23.760178,90.355229,mohammadpur,dhaka,dhaka,36,32,26,356,8.2,74,9,44,35,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,26
742,5,18,thursday,0,noon,23.760178,90.355229,mohammadpur,dhaka,dhaka,35,33,28,353,13.8,63,9,30,36,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,26
743,4,15,friday,1,morning,23.760178,90.355229,mohammadpur,dhaka,dhaka,34,32,27,356,11.8,63,9,28,35,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,26
744,5,20,wednesday,0,afternoon,23.760178,90.355229,mohammadpur,dhaka,dhaka,38,34,29,386,2.3,62,10,18,39,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,26
745,6,26,saturday,1,morning,23.760178,90.355229,mohammadpur,dhaka,dhaka,31,29,27,386,12.9,89,9,60,35,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,26
746,7,28,saturday,1,night,23.760178,90.355229,mohammadpur,dhaka,dhaka,33,30,27,356,5.9,81,9,44,35,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,26
747,2,8,monday,0,morning,23.737051,90.423374,motijheel,dhaka,dhaka,35,31,25,113,0.0,39,10,5,30,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,43
748,8,35,thursday,0,morning,23.737051,90.423374,motijheel,dhaka,dhaka,32,30,28,353,1.5,81,10,43,36,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,43
749,9,38,friday,1,morning,23.737051,90.423374,motijheel,dhaka,dhaka,33,31,27,116,0.0,71,10,32,35,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,43
750,7,28,wednesday,0,evening,23.737051,90.423374,motijheel,dhaka,dhaka,33,31,27,356,24.8,82,8,49,36,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,43
751,3,11,monday,0,afternoon,23.737051,90.423374,motijheel,dhaka,dhaka,34,30,23,113,0.0,28,10,1,28,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,43
752,7,27,thursday,0,noon,23.728907,90.417137,mouchak,dhaka,dhaka,34,31,27,176,1.4,77,10,33,35,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,0
753,1,4,monday,0,night,23.784506,90.403409,muradpur,dhaka,dhaka,27,22,16,113,0.0,51,10,1,24,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,5
754,8,34,friday,1,morning,23.728907,90.417137,nababpur,dhaka,dhaka,34,32,28,353,7.9,73,10,34,38,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,0
755,7,30,friday,1,noon,23.6167,90.525,bandar,dhaka,dhaka,31,29,27,356,13.8,84,9,66,34,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,47
756,9,36,monday,0,morning,23.7350915,90.3842575,new market,dhaka,dhaka,32,28,25,359,32.3,86,8,47,32,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,27
757,9,36,thursday,0,night,23.7350915,90.3842575,new market,dhaka,dhaka,34,31,26,176,5.9,82,8,23,36,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,27
758,4,15,sunday,0,noon,23.77337857,90.4097081,niketan,dhaka,dhaka,35,31,25,386,5.3,61,10,16,32,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,-1
759,9,36,monday,0,night,23.784506,90.403409,goran,dhaka,dhaka,33,31,27,356,7.4,78,9,34,36,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,5
760,1,3,friday,1,night,23.784506,90.403409,mugda,dhaka,dhaka,33,27,20,113,0.0,50,10,0,27,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,5
761,4,15,sunday,0,noon,23.827398,90.364473,pallabi,dhaka,dhaka,35,32,27,200,2.0,60,10,31,34,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,29
762,1,2,tuesday,0,evening,23.827398,90.364473,pallabi,dhaka,dhaka,23,18,12,113,0.0,35,10,0,17,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,29
763,3,12,monday,0,morning,23.827398,90.364473,pallabi,dhaka,dhaka,35,31,25,356,3.1,61,10,15,32,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,29
764,3,11,tuesday,0,evening,23.827398,90.364473,pallabi,dhaka,dhaka,24,23,22,113,0.0,36,10,3,25,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,29
765,11,45,thursday,0,night,23.827398,90.364473,pallabi,dhaka,dhaka,32,29,24,113,0.0,69,10,3,31,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,29
766,6,26,saturday,1,noon,23.827398,90.364473,pallabi,dhaka,dhaka,31,29,26,359,15.8,89,9,62,35,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,29
767,3,9,saturday,1,morning,23.73368,90.413005,paltan,dhaka,dhaka,35,29,19,113,0.0,34,10,0,26,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,40
768,5,22,saturday,1,afternoon,23.784506,90.403409,bhashantek,dhaka,dhaka,33,32,28,389,15.1,77,8,37,38,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,5
769,2,7,friday,1,afternoon,23.748663,90.404175,ramna,dhaka,dhaka,29,24,17,176,0.5,39,10,12,23,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,-1
770,1,5,thursday,0,morning,23.759994,90.420113,rampura,dhaka,dhaka,30,26,19,113,0.0,51,10,2,26,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,30
771,7,28,tuesday,0,morning,23.759994,90.420113,rampura,dhaka,dhaka,33,30,27,356,8.0,82,9,51,36,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,30
772,7,29,sunday,0,morning,23.784506,90.403409,rayerbazar,dhaka,dhaka,33,31,27,356,3.8,81,10,54,36,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,5
773,3,13,tuesday,0,morning,23.728907,90.417137,razabazar,dhaka,dhaka,36,31,23,176,0.5,49,10,46,32,hot,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,0
774,6,24,saturday,1,night,23.733251,90.442769,sabujbagh,dhaka,dhaka,40,36,30,116,0.7,65,10,17,43,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,38
775,1,4,monday,0,morning,23.733251,90.442769,sabujbagh,dhaka,dhaka,30,25,19,113,0.0,45,10,0,25,winter,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,38
776,6,24,tuesday,0,morning,23.733251,90.442769,sabujbagh,dhaka,dhaka,33,30,27,353,4.1,81,10,36,35,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,38
777,9,36,thursday,0,morning,23.733251,90.442769,sabujbagh,dhaka,dhaka,33,31,26,386,0.3,79,10,35,36,rainy,2034146,4931802,3974237,8906039,125,8.42,30551,74.6,4289,99,17,60,478,242,64,40,bodyfound,38
778,5,19,tuesday,0,night,23.85833,90.26667,savar,dhaka,dhaka,35,33,27,200,0.2,70,10,21,38,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
779,2,5,sunday,0,noon,23.85833,90.26667,savar,dhaka,dhaka,35,29,19,113,0.0,49,10,0,27,winter,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
780,7,30,thursday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,34,31,26,356,9.2,76,9,39,36,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
781,1,1,friday,1,night,23.85833,90.26667,savar,dhaka,dhaka,28,24,19,113,0.0,46,10,5,25,winter,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
782,2,9,monday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,33,28,19,113,0.0,42,10,0,26,winter,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
783,7,30,saturday,1,night,23.85833,90.26667,savar,dhaka,dhaka,34,33,29,356,6.0,70,10,35,39,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
784,1,4,tuesday,0,night,23.85833,90.26667,savar,dhaka,dhaka,26,22,16,113,0.0,45,10,8,21,winter,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
785,3,10,thursday,0,night,23.85833,90.26667,savar,dhaka,dhaka,30,27,20,116,0.0,66,10,17,26,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
786,2,7,monday,0,night,23.85833,90.26667,savar,dhaka,dhaka,31,26,19,113,0.0,38,10,7,25,winter,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
787,3,13,thursday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,34,31,26,356,10.5,65,9,32,33,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
788,1,1,friday,1,night,23.85833,90.26667,savar,dhaka,dhaka,28,24,19,113,0.0,46,10,5,25,winter,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
789,9,38,wednesday,0,evening,23.85833,90.26667,savar,dhaka,dhaka,38,34,30,116,0.1,58,10,14,40,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
790,10,40,monday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,34,31,27,353,3.7,74,10,35,36,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
791,10,41,friday,1,night,23.85833,90.26667,savar,dhaka,dhaka,33,31,27,356,16.2,74,9,29,35,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
792,10,42,wednesday,0,night,23.85833,90.26667,savar,dhaka,dhaka,35,31,28,176,1.6,71,10,24,35,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
793,11,45,wednesday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,35,31,26,113,0.0,58,10,0,33,winter,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
794,4,14,saturday,1,morning,23.85833,90.26667,savar,dhaka,dhaka,37,32,25,119,0.1,69,10,22,36,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
795,4,15,saturday,1,night,23.85833,90.26667,savar,dhaka,dhaka,37,33,26,200,0.5,51,10,10,33,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
796,6,23,saturday,1,night,23.85833,90.26667,savar,dhaka,dhaka,36,34,29,356,4.7,66,9,27,39,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
797,4,16,monday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,37,33,25,113,0.0,48,10,4,33,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
798,8,34,thursday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,34,32,28,359,21.9,71,9,39,38,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
799,9,38,saturday,1,morning,23.85833,90.26667,savar,dhaka,dhaka,35,32,28,176,0.9,71,10,30,38,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
800,6,23,friday,1,night,23.85833,90.26667,savar,dhaka,dhaka,35,33,29,356,12.4,69,9,40,40,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
801,5,19,friday,1,night,23.85833,90.26667,savar,dhaka,dhaka,37,34,29,356,7.3,63,9,31,38,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
802,5,19,saturday,1,night,23.85833,90.26667,savar,dhaka,dhaka,36,33,28,356,3.5,72,9,28,39,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
803,9,36,saturday,1,evening,23.85833,90.26667,savar,dhaka,dhaka,34,31,26,353,0.9,75,10,45,35,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
804,6,23,thursday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,35,33,30,359,15.4,65,9,40,40,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
805,1,3,tuesday,0,night,23.85833,90.26667,savar,dhaka,dhaka,25,21,19,116,0.0,50,10,11,21,winter,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
806,5,21,wednesday,0,night,23.85833,90.26667,savar,dhaka,dhaka,36,33,28,356,8.8,74,9,21,38,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
807,5,18,thursday,0,night,23.85833,90.26667,savar,dhaka,dhaka,38,34,28,113,0.0,60,10,4,38,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
808,8,32,saturday,1,night,23.85833,90.26667,savar,dhaka,dhaka,33,30,28,356,8.1,81,9,50,37,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
809,10,41,saturday,1,morning,23.85833,90.26667,savar,dhaka,dhaka,32,29,24,176,0.3,74,10,20,31,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
810,7,30,friday,1,night,23.85833,90.26667,savar,dhaka,dhaka,36,33,28,353,3.5,65,10,52,38,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
811,3,12,tuesday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,34,28,20,176,0.0,40,10,33,29,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
812,10,42,tuesday,0,evening,23.85833,90.26667,savar,dhaka,dhaka,38,32,27,113,0.0,74,10,3,40,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
813,10,40,wednesday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,34,32,28,353,1.5,73,10,28,37,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
814,5,17,sunday,0,night,23.85833,90.26667,savar,dhaka,dhaka,39,34,28,386,15.3,65,9,20,37,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
815,10,43,thursday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,21,21,20,302,17.8,86,8,77,23,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
816,10,41,thursday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,33,30,25,143,1.6,79,9,18,34,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
817,3,10,sunday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,32,26,17,116,0.0,35,10,13,23,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
818,11,45,tuesday,0,night,23.85833,90.26667,savar,dhaka,dhaka,30,27,22,113,0.0,71,10,9,29,winter,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
819,11,47,saturday,1,night,23.85833,90.26667,savar,dhaka,dhaka,28,26,22,116,0.1,70,10,14,27,winter,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
820,10,42,sunday,0,evening,23.85833,90.26667,savar,dhaka,dhaka,34,30,25,113,0.0,70,10,0,33,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
821,10,42,friday,1,evening,23.85833,90.26667,savar,dhaka,dhaka,35,30,24,113,0.0,66,10,4,32,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
822,10,42,wednesday,0,night,23.85833,90.26667,savar,dhaka,dhaka,35,32,26,113,0.2,74,10,4,37,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
823,3,13,thursday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,36,32,25,113,0.8,49,10,10,31,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
824,3,9,friday,1,morning,23.85833,90.26667,savar,dhaka,dhaka,35,31,24,113,0.0,39,10,3,29,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
825,9,36,friday,1,morning,23.85833,90.26667,savar,dhaka,dhaka,33,30,25,353,1.3,83,9,49,34,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
826,9,39,monday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,31,29,26,353,7.1,84,10,67,33,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
827,10,41,thursday,0,night,23.85833,90.26667,savar,dhaka,dhaka,35,31,27,113,0.0,74,10,5,36,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
828,9,37,thursday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,34,30,25,176,0.6,81,9,29,34,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
829,5,21,sunday,0,night,23.85833,90.26667,savar,dhaka,dhaka,36,34,28,116,0.0,69,10,22,39,hot,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
830,8,35,thursday,0,night,23.85833,90.26667,savar,dhaka,dhaka,32,30,27,353,0.9,83,10,43,36,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
831,6,26,saturday,1,night,23.85833,90.26667,savar,dhaka,dhaka,34,31,27,386,1.9,78,10,33,36,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
832,6,26,saturday,1,night,23.85833,90.26667,savar,dhaka,dhaka,34,31,27,386,1.9,78,10,33,36,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
833,10,42,monday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,32,29,25,176,2.2,76,10,28,32,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
834,9,37,saturday,1,morning,23.85833,90.26667,savar,dhaka,dhaka,37,33,28,176,2.2,69,10,19,38,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
835,10,42,saturday,1,morning,23.85833,90.26667,savar,dhaka,dhaka,31,29,25,353,1.1,74,10,23,31,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
836,10,43,monday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,32,30,26,113,0.0,69,10,7,34,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
837,10,43,saturday,1,morning,23.85833,90.26667,savar,dhaka,dhaka,30,28,24,176,0.2,63,10,29,34,rainy,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
838,11,45,monday,0,morning,23.85833,90.26667,savar,dhaka,dhaka,28,25,22,353,1.5,82,9,45,27,winter,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
839,12,52,friday,1,night,23.85833,90.26667,savar,dhaka,dhaka,25,21,17,116,0.0,56,10,10,21,winter,359084,738764,647146,1385910,114,3.77,4948,68.0,1118,78,3,6,16,42,10,3,bodyfound,32
